baby,sugar,0
person,gun,0
window,kindle,0
rubberband,vagina,0
scent,ramadan,0
light,perception,0
child,dude,0
bubble,cyst,0
oven,place,1
person,addict,0
bird,head,0
book,contract,0
thread,psalm,0
snowflake,flower,1
paper,rhino,0
airplane,windshield,0
child,thread,0
punch,passing,0
file,brain,0
light,laser,1
sword,book,0
child,administration,0
train,father,0
game,nightmare,0
bubble,growth,1
song,dream,1
mirror,life,1
snowflake,bug,0
elevator,backstage,0
tattoo,scar,1
ticket,box,0
crystal,person,0
cat,gusty,0
ball,thought,0
dog,posture,0
stick,doctor,0
muscle,confidence,1
medicine,beauty,0
person,conversion,0
cup,nest,0
dog,public,0
son,friend,0
game,route,0
screw,motion,0
sheet,face,0
plant,jealousy,1
wall,god,0
map,family,0
pillow,item,0
car,force,0
game,language,0
piece of paper,review,0
apple,god,0
painting,rendition,0
rock,zen,1
person,kitten,0
eraser,love,1
pasta,tapioca,0
sport,death,0
table,crime,0
butterfly,enjoy,1
light bulb,bit,0
horn,god,0
lock,enzyme,0
snack,mouse,0
fish,time,1
son,dog,0
cup,vagina,0
shoe,bar,0
face,portfolio,1
liquid,islam,0
pillow,relief,0
salad,balance,0
smell,woman,0
tool,investment,1
sword,club,0
child,president,0
cap,tool,0
wind,time,1
machine,subconscious,1
building,justice,0
mirror,practitioner,1
bug,belief,0
sponge,sock,0
nose,penis,0
book,thread,0
bike,tricycle,0
frame,system,1
surprise,track,0
oven,trunk,1
football,trajectory,0
package,life,1
oven,sun,1
salad,event,0
noodle,neck,1
vegetable,dish,0
soap,thread,0
bubble,brain,1
dog,seagull,0
marker,indicator,0
radio,medium,0
pillow,insole,0
object,agent,0
person,shape,0
magazine,article,0
key,view,1
bow,posture,0
window,friendship,1
wall,room,0
orchestra,sky,0
flashlight,experience,0
dog,shady,0
key,smile,1
oven,grinder,0
screw,base,0
dog,presenter,0
feather,swift,0
tool,skill,1
chair,evolution,0
ball,eighth,0
art,taxidermy,0
leaf,voice,1
friend,bench,0
balloon,red,0
ladder,escalation,1
mouse,ball,0
shirt,honesty,0
length of rope,member,0
spiderweb,law,1
car,house,0
door,meditation,0
page,lifetime,1
son,hunter,0
game,choreography,0
string,avatar,0
breath,ministry,0
test,event,0
fishing pole,device,0
game,marketing,1
garden,gallery,1
train,noise,1
glove,enzyme,0
egg,sky,0
seashell,human,0
book,science,0
cookie,sex,1
mirror,senior,0
girlfriend,corvette,0
seed,soul,1
ball,creature,0
friend,guild,0
mirror,urine,0
child,hash,0
egg,independence,0
flower,village,1
car,memory,0
teddy bear,master,0
car,analogy,0
cat,rocky,0
bike,sentence,0
book,technique,0
sponge,pen,0
bomb,organization,0
flower,papa,0
glass,skin,1
punch,article,0
mirror,nation,0
exercise,thread,0
camera,love,1
flashlight,attention,1
bomb,aggression,0
fruit,apple,0
wire,feeling,0
phone,router,0
box,area,0
baby,movement,0
son,hardy,0
hammer,patent,0
banana,penis,0
foot,penis,0
sponge,rubber,1
train,demand,0
sand,world,1
rock,bladder,0
container,class,1
cup,sin,0
baby,splashing,0
sound,train,0
egg,oval,0
fish,west,0
picture,portrayal,1
thermostat,price,0
mirror,mentor,1
hand,death,0
wall,boyfriend,1
car,pool,0
sponge,team,1
sandwich,game,0
light switch,body,0
finger,zen,0
ball,game,0
board,stuff,0
lover,ferry,0
palm,leaf,0
menu,bible,0
orchestra,congruence,1
container,node,0
word,revelation,0
art,spirituality,1
pet,duck,0
friend,snow,0
page,scenery,0
friend,son,0
belt,sensation,0
exercise,posture,0
rock,disappointment,1
mirror,earth,0
stick,wand,0
song,format,0
flower,marriage,1
butterfly,cerebellum,0
game,stuff,0
photo,image,0
spice,essay,0
egg,grower,0
flag,regret,0
mirror,friend,1
choice,life,0
light switch,gospel,0
flower,blush,0
orchestra,piano,1
car,insurance,0
grape,life,1
basketball,foot,0
machine,home,0
cut,rave,0
cat,energy,0
person,toad,0
computer,friendship,0
desk,zone,0
stamp,monogram,0
marble,world,0
cotton,bamboo,0
car,prosthesis,0
apple,truth,0
ping pong ball,department,0
punching bag,water,0
car,information,0
hole,sun,1
train,fortune,1
icon,hotel,0
son,marine,0
human,alien,0
seed,buddhism,1
picture,countryside,1
bowl,part,0
pen,packaging,0
tube,wrap,0
baby,millennium,0
map,structure,0
lamp,voice,1
horse,perspective,0
human,pebble,0
top,utility,0
wind-up toy,world,1
dog,horse,0
ring,rim,1
stick,karate,0
marker,habit,0
map,outline,0
tool,building,0
machine,undertaker,0
punch,pain,0
fly,lag,0
painting,car,0
cat,house,0
toy,spade,1
circle,government,1
wall,light,0
gift,body,0
book,parent,0
feather,trunk,0
door,morning,1
car,enterprise,1
canvas,love,1
path,time,0
instrument,soul,1
ladder,gauge,0
sword,grief,1
mirror,center,0
thief,apology,0
child,response,0
dog,snake,0
radio,brain,1
car,sound,0
map,habit,0
tattoo,heathenism,0
laptop,tilt,0
circle,karma,0
frame,square,0
weed,islam,0
orchestra,organization,1
newspaper,life,1
oven,life,0
child,shot,0
cat,woman,1
light,bleeding,0
dog,dogma,0
book,article,0
game,good,0
lamp,painting,0
water faucet,love,1
picture,diagram,0
garden,smell,1
white board,brain,1
gate,presentation,0
muscle,bravery,0
son,solo,0
desk,mind,0
tea,drink,0
flower,sun,1
cat,vampire,0
leaf,woman,0
seed,cancer,1
keyboard,controller,0
cigarette,affair,0
mirror,pond,1
sword,spiritual,0
seed,prayer,0
bowl,road,0
fish,squire,0
oven,system,0
tool,image,0
laptop,sex,0
baby,faggot,0
chorus,effect,0
book,word,0
friend,client,0
weed,son,1
baby,moment,1
finger,spire,0
bar,refrigerator,0
cut,flash,0
wall,secret,0
nail,rivet,1
dog,corruption,0
lover,planet,0
math,electronic,0
mobile,girlfriend,0
child,passion,1
tattoo,danger,1
itch,boredom,0
light bulb,moment,1
pillow,snow,0
clock,metabolism,0
mirror,hang,0
cigarette,woman,1
soap,life,1
lover,imagination,0
key,title,0
elevator,router,0
thief,work,1
skin,leather,1
rubberband,bracelet,0
gift,town,0
machine,accounting,0
wire,body,0
mirror,artist,0
nose,vagina,0
stream,faith,0
stick,religion,0
child,film,0
window,powers,0
circle,situation,0
feather,evolution,0
box,car,0
paint,coffee,0
lake,desire,1
oven,barn,0
book,law,0
child,muse,0
button,nose,0
rock,plane,0
hand,foot,0
gift,packaging,0
bubble,field,0
wheel,plan,1
canvas,lawn,1
accordion,credit,0
stream,power,0
son,jaws,0
box,jaw,0
person,bundle,0
ladder,tree,0
computer,imagery,0
bed,table,0
fish,blaze,0
car,chariot,0
building,denial,0
flower,girlfriend,1
song,post,1
canvas,contest,0
sport,diet,0
orchestra,staff,0
pet,culture,0
rock,consciousness,1
hole,loneliness,1
child,hunger,0
weed,worry,0
weed,name,0
seed,knot,0
person,husband,0
animal,wink,0
coin,mediterranean,0
object,component,0
person,wisp,0
snowflake,thought,1
bird,glee,1
child,bank,0
circle,conversation,0
sponge,pitch,0
thread,friendship,1
car,code,0
snowflake,soul,1
chip,shard,0
table,team,0
pebble,victor,0
animal,daughter,0
person,dew,0
seed,advocate,0
rock,bread,0
orchestra,site,0
rock,compound,0
couch,boat,1
flower,star,1
salad,drink,0
container,model,0
mouth,door,1
purse,life,1
face,birthday,0
flashlight,intellect,0
alarm clock,worry,1
dish,anger,0
stick,jade,0
sponge,pancreas,0
band,faith,0
chicken,rooster,0
circle,forever,0
canvas,snow,0
lemon,love,1
lamp,gospel,1
blanket,ozone,0
table,sentence,0
manual,mist,0
train,fair,0
ribbon,fabric,0
person,universe,0
machine,kiss,0
cigarette,love,1
blanket,god,0
plant,talent,1
dog,fudge,0
salt,coffee,0
tube,larynx,1
button,stud,0
container,flesh,0
cat,body,0
ball,climate,0
face,hypocrite,0
child,data,0
person,client,0
book,landscape,0
ladder,mind,1
pipe,consciousness,1
bowl,hat,0
faucet,system,0
child,idealism,1
bubble,silver,0
screw,hub,0
bomb,strike,0
train,group,0
building,bible,0
punch,idea,0
car,symbol,0
light bulb,home,1
cloth,parachute,0
jack,woman,0
dumbbell,baby,0
rubber band,answer,0
building,novel,0
door,opportunity,1
answer,prophecy,0
rubber band,love,0
mirror,plasma,0
nail,center,0
person,poker,0
ant,emotion,0
bag,capsule,1
train,memory,1
computer,corporation,0
child,moon,1
child,country,0
mirror,girl,0
file,voice,0
potato,consistency,0
rubberband,anus,0
switch,thing,0
seed,self,1
question,name,0
ladder,psalm,0
switch,attraction,0
plant,musician,0
basketball,exit,0
lover,alcohol,1
rock,courage,1
book,reality,0
stick,sadness,1
key,aluminum,0
pipe,kid,0
word,image,0
building,monitor,0
clock,gyro,0
balloon,heart,0
tape,superego,0
bag,hair,0
skin,face,0
spider web,fetish,1
seed,transmission,0
stream,record,0
map,script,0
pet,girl,0
cabinet,commission,0
answer,moment,0
car,sport,0
grasshopper,earth,0
letter,shot,0
gem,word,0
ingredient,gluten,0
muscle,iris,0
person,bible,0
nose,conscience,0
baby,phone,0
book,situation,0
bomb,boom,1
friend,grub,0
alarm clock,mom,1
instrument,language,1
pillow,placenta,0
apple,form,0
seed,desire,1
cat,capture,0
egg,heart,0
candle,breath,0
person,amp,0
spider web,place,0
putty,eraser,0
pillow,family,0
baby,dough,0
nail,artist,0
book,portal,0
sword,truth,1
bug,anxiety,0
candle,article,1
hammer,slapper,0
gate,shutter,1
window,iris,0
circle,cycle,1
egg,part,0
art,language,1
ring,shape,0
fist,sight,0
wall,border,0
surprise,link,0
bed,writing,0
train,face,0
lock,childhood,0
punch,brevity,0
pool,grid,0
blanket,numbness,0
page,puzzle,0
ball,dog,0
picture,fixation,0
person,cup,0
lake,bottom,0
fist,heat,0
rock,depression,1
bottle,island,0
game,prediction,0
light,tv,0
light,word,1
garlic,shallot,0
stream,grief,0
wire,mind,0
wind,guy,0
curtain,robe,0
human,bible,0
gift,diabetes,0
circle,force,0
fish,voice,0
window,shot,0
balloon,libido,0
muscle,leadership,1
banana,moon,1
alarm clock,theme,0
pen,cage,0
sword,valor,1
seashell,body,0
table,view,0
voice,child,0
baby,husband,0
person,slab,0
wind,soul,1
balloon,mind,0
lock,despair,1
sponge,cotton,1
book,japan,0
pipe,port,0
marble,sound,1
small animal,baby,1
bottle,container,0
balloon,bulge,0
muscle,meditation,0
friend,support,1
orchestra,result,0
box,form,0
spiderweb,time,1
rubber band,focus,0
screen,retina,0
rock,table,0
music,mad,0
child,year,0
tattoo,name,0
exercise,prayer,0
ladder,stairway,0
gift,release,0
towel,wing,0
bird,believer,1
timer,reproduction,0
gift,link,0
blanket,covering,0
baby,north,0
child,definition,0
balloon,ship,0
window,bible,1
map,photo,0
string,principle,0
rubber band,thing,0
credit card,loan,0
lover,venus,0
candle,scholar,0
airplane,jeep,0
wheel,shape,0
muscle,luck,1
phone,interface,0
person,heaven,0
wheel,heel,0
painting,code,0
fist,call,0
punch,touch,0
bird,intuition,0
car,suspension,0
spider web,energy,1
wire,bulb,0
rubik's cube,game,0
machine,bike,0
alarm clock,game,0
balloon,spirit,1
child,dad,0
fly,electricity,0
book,trip,0
friend,mantra,0
frisbee,love,0
wheel,lodge,0
wall,music,1
person,firearm,0
food,sex,1
soft drink,religion,0
frame,device,0
car,company,0
surprise,time,0
dog,face,0
tv,hardware,0
rock,measure,0
nose,love,0
fish,chin,0
fish,commander,0
window,smile,1
face,landscape,0
orange,melanoma,0
pen,pronunciation,0
car,reader,0
bolt,answer,0
coin,style,0
dog,patriot,1
wheel,binder,0
punch,tartness,0
elevator,life,1
car,skepticism,0
tattoo,brand,1
tool,drug,0
dog,hutch,0
horse,history,0
flower,grandma,0
straw,well,0
car,brain,0
call,mantra,0
mirror,video,0
punch,blow,0
bible,site,0
thing,bankruptcy,0
garden,mind,1
apple,love,1
person,building,0
curtain,thing,0
flower,tradition,0
girlfriend,car,1
muscle,personality,1
box,layer,0
stream,wealth,1
wall,grief,1
cookie,content,0
lock,dispose,0
flower,girl,1
sponge,dude,0
baby,venture,0
notebook,application,0
rubber band,reality,1
window,cinema,1
bed,hair,0
ladder,knowledge,1
child,china,0
ring,father,0
circle,knowledge,0
lightbulb,moon,1
frisbee,life,1
page,result,0
board,existence,0
child,province,0
friend,savannah,1
person,loneliness,0
baby,leader,0
game,squash,0
wall,play,0
hair,life,0
thing,family,0
punch,heat,0
image,style,0
train,album,0
sponge,mid,0
mosquito,mind,0
blanket,humidity,0
dish,diaphragm,0
friend,pope,0
cord,spine,0
circle,shape,0
bible,nursing,0
channel,priest,0
girlfriend,pistol,0
whiteboard,space,1
light,smile,1
map,spread,0
curtain,prosperity,1
hand,push,1
friend,horse,0
balloon,universe,1
wall,window,0
circle,bracelet,0
light bulb,discussion,1
dart,tongue,0
tool,liberty,1
picture,sampler,0
weed,truth,0
painting,cosmetics,0
salad,dish,0
container,brain,1
oven,bunker,0
package,quantum,0
finger,analogy,1
paper,love,1
key,cannabis,0
cover,topper,0
seed,passing,0
object,universe,0
strap,leash,0
ball,economy,0
train,ride,0
key,cross,0
book,manual,0
butterfly,lion,0
nail,challenge,0
shelf,backside,0
lamp,education,1
dog,ministry,1
fiber,hemp,0
window,aluminum,0
flower,poetry,0
son,stallion,0
machine,stomach,0
chip,tail,0
ear,literature,0
alarm clock,myth,0
car,economy,0
guitar,mandolin,0
seed,secret,1
car,friend,0
toy,jeep,1
wallet,camera,0
pocket,shape,0
human,animal,0
nose,opinion,0
snowflake,dump,0
garden,conversation,0
pet,pixie,1
garden,college,1
size,dress,0
gift,appearance,0
iphone,girlfriend,0
guitar,lyre,0
light switch,oxygen,0
test,sat,0
person,perception,0
plant,country,0
person,rest,0
light switch,relationship,1
frame,software,0
powder,texture,0
mirror,jewelry,0
game,music,0
bolt,god,0
arm,boom,0
hole,game,0
couch,backseat,0
seed,holiness,0
spider web,trust,1
tag,religion,0
garden,book,1
hat,orbit,0
weed,flower,0
weight,truth,0
flower,song,1
sport,hockey,0
paper,child,1
lightbulb,advice,1
crystal,tragedy,0
scale,logic,0
song,software,0
cookie,baby,0
machine,guy,0
stick,ship,0
cardboard,chicken,0
son,mouse,0
ring,wave,0
dvd,life,0
machine,song,0
crystal,word,0
ice,life,0
baby,cub,0
hat,business,0
car,home,0
broom,oar,0
pencil,journey,1
breath,passing,0
butterfly,kiss,1
question,function,0
steak,seal,0
foot,crepe,0
car,instrument,0
key,codeine,0
gift,compost,0
bubble,truth,1
tube,life,1
bomb,energy,1
cat,seal,0
lake,oblivion,0
cover,veil,0
rope,jealousy,1
car,cavalry,0
egg,seed,0
person,stock,0
pencil,time,1
dart,yoke,0
machine,islam,0
frisbee,money,0
word,free,0
horse,heart,0
person,jewelry,0
food,music,1
shape,screen,0
clock,cycle,1
feather,sensation,0
fish,grandpa,0
picture,brand,0
handkerchief,dimension,0
canvas,nature,1
mirror,basin,0
train,prayer,0
seed,process,0
bubble,dream,1
art,scale,1
fly,alien,0
eye,circle,0
thing,nothing,0
clothing,eyeglass,0
weed,tree,0
book,castle,0
weight,heat,0
friend,restaurant,0
dog,mankind,0
wind,music,1
lamp,encouragement,1
dog,fiction,0
pad,room,0
muscle,anus,0
pencil,body,0
drink,love,1
animal,hacker,0
friend,nice,0
son,scout,0
face,reception,0
cat,boy,0
fly,destiny,0
head,body,0
decoration,trunk,0
punch,trailer,0
pen,focus,0
thread,image,0
child,warlock,0
candle,wax,0
item,insurance,0
bubble,community,0
microwave,flip,0
song,verse,1
animal,master,0
light bulb,globe,0
necklace,collar,0
teacup,person,0
list,cache,0
child,hubby,0
finger,high,0
apple,marriage,0
folder,project,0
bar,city,0
exercise,process,0
scent,morality,1
flag,design,0
book,person,0
broom,wind,1
dog,hunter,0
chorus,love,1
radio,mind,0
dog,law,0
mirror,waterway,0
light,vision,1
hole,raindrop,0
car,wisdom,0
fish,love,0
friend,suffering,0
rock,paint,0
canvas,water,1
piano,accordion,0
thing,stereotyping,0
fish,girl,0
sponge,padding,0
art,marriage,1
ladder,quote,0
muscle,concentration,1
stamp,dialogue,0
bowl,gravity,0
mosquito,guy,0
fish,dragon,0
garden,teaching,0
sleep,marriage,1
lake,freeway,0
sponge,skin,0
game,dancing,0
thread,song,0
person,application,0
butterfly,death,1
thing,soul,0
handkerchief,money,0
wheel,time,1
plant,hospitality,0
machine,church,0
coin,change,0
baby,product,0
ball,humanity,0
shutter,flapper,0
rock,tower,0
jar,body,0
pipe,stream,0
friend,staff,0
cat,cowboy,0
photo,story,0
door,trail,0
plate,mold,0
egg,youth,0
rubberband,love,0
muscle,telepathy,0
ball,second,0
medicine,meditation,1
bird,crouch,0
muscle,membrane,0
coin,truth,0
foot,hair,0
cat,squirrel,0
cord,chord,0
cup,half,0
snowflake,loaf,0
melon,earth,0
lid,oil,0
page,testing,0
rock,curly,0
mirror,poppy,0
rock,silence,1
blanket,quiet,0
baseball,stone,0
rock,leg,0
dog,japan,0
page,perspective,0
window,embryo,0
door,painting,0
blanket,stench,0
pebble,consciousness,0
straw,draw,0
gift,worship,1
picture,time,1
baby,breath,0
egg,brain,0
gem,song,0
fist,hand,0
water,voltage,0
child,fight,0
machine,season,0
touch pad,touch,0
friend,matchless,0
cat,mom,0
friend,vehicle,1
sponge,love,1
son,home,0
hand,book,0
human,game,0
gem,ruby,0
shelf,top,0
person,review,0
fist,collar,0
folder,collection,1
safety,reputation,0
cord,history,1
lake,mediterranean,0
sheet,dye,0
letter,dream,1
machine,painting,0
horn,voice,0
tool,death,0
song,calendar,0
egg,typography,0
thread,part,0
plant,peace,1
butterfly,change,1
butterfly,sample,0
window,obedience,0
plant,fetus,1
orange,love,1
window,script,0
game,fame,0
cat,sea,0
alarm clock,bark,1
sword,faith,0
bubble,china,0
ornament,language,0
rock,fork,0
window,frame,1
cup,variable,0
sword,gospel,0
test,fire,0
wall,tension,0
salad,collaboration,0
faucet,cock,0
wheel,pressure,1
swing,politics,0
hole,pass,0
cookie dough,hair,0
baby,computer,0
picture,village,1
radio,hearing,0
lock,person,0
person,eye,0
game,baking,1
dog,jazz,0
pet,training,0
spice,calligraphy,0
song,life,1
noodle,fork,0
sponge,pasta,0
page,closet,0
cat,empire,0
ticket,print,0
friend,trend,0
computer,heart,0
balloon,lobe,0
sheet of paper,floor,1
game,method,0
seed,horoscope,0
cup,second,0
rubber band,part,0
melon,song,1
fur,hair,0
bow,arch,0
sponge,veneer,0
wind,brown,0
coin,relationship,1
rock,boy,0
hand,faith,1
mirror,matrix,1
friend,design,0
rock,extremism,1
picture,chorus,0
icon,man,0
car,universe,0
friend,chair,0
seed,astrology,0
fridge,apartment,0
game,censorship,1
piano,music,1
bomb,ego,1
rope,coil,0
window,photograph,0
garden,hair,0
mirror,house,0
wheel,outside,1
tool,land,0
tattoo,label,0
book,thing,0
butterfly,gash,0
canvas,face,0
light bulb,technology,1
bomb,sneeze,0
mirror,videotape,1
flag,hair,0
cat,pamphlet,0
circle,muscle,1
swing,worry,1
flashlight,life,1
rock,tree,0
dog,father,0
toy,bike,0
map,dish,0
block,thing,0
muscle,passion,1
sponge,plywood,0
trash,tag,0
skin,coat,0
egg,business,0
person,car,0
dinner plate,avalanche,0
rock,abuse,1
painting,sunset,0
foot,hubby,0
paddle,hand,0
friend,calculator,0
sponge,gluten,0
lamp,pen,0
lightbulb,thought,1
thing,tan,0
car,question,1
light switch,anger,1
rope,design,0
container,body,0
instrument,faith,1
bell,experience,1
frame,television,0
text,culture,1
gift,light,1
painting,autumn,0
game,death,0
ballon,belly,0
tennis court,surface,0
alarm clock,book,0
garden,java,0
train,planet,0
flower,confirmation,1
punch,wine,0
straw,history,1
animal,day,0
gift,winter,0
mirror,termination,1
coat,layer,0
icon,castle,0
wheel,bible,1
computer,brain,1
song,symbol,1
penny,apostle,0
page,resort,0
book,live,1
broom,life,1
fish,reaction,1
seed,acceptance,0
bird,time,1
candle,story,1
sandwich,practice,0
rock,hand,0
child,snake,0
stick,name,0
bunny,society,1
sheet,hair,0
bubble,consciousness,1
orange,shape,0
baby,voice,0
garden,humanity,1
child,decor,0
mirror,program,0
stream,president,0
book,recording,0
egg,moment,1
car,medicare,0
friend,hat,0
candy,house,0
computer,industry,1
light,material,1
rock,stand,1
mirror,teacher,1
airplane,interior,1
map,catalogue,0
sport,lacrosse,0
book,binder,1
tool,drink,0
canvas,sweater,0
pencil,mind,1
balloon,stream,0
knob,music,0
spider web,bridge,1
container,memory,1
test,album,1
rubber band,project,0
bird,rifle,0
bed,housing,0
ladder,leadership,1
liquid,script,0
finger,article,0
muscle,recruitment,1
person,town,0
scenery,cape,0
bed,uterus,0
container,zip,0
cell phone,wince,0
seed,charity,1
feather,dress,0
hand,machine,0
switch,throttle,0
magazine,book,0
car,gear,1
orchestra,movie,0
balloon,chest,0
cookie,god,1
dish,face,0
container,format,0
animal,fire,1
case,matter,0
rear view mirror,show,0
rock,case,0
thermostat,conscience,1
pet,lion,0
key,chromium,0
camera,body,0
organ,sadness,1
weight,head,0
sheet,snow,0
game,novel,1
airplane,feeling,1
name,address,1
child,politics,0
box,room,0
word,church,0
joint,life,1
wheel,trading,0
box,stage,0
stick,sister,0
elevator,cabin,0
perfume,excitement,1
container,assistant,0
walkie-talkie,channel,0
teddy bear,norm,0
bible,video,0
folder,file,0
shoe,car,0
gift,education,1
blanket,encouragement,1
mirror,ice,0
child,park,0
cap,thief,0
gift,toy,0
child,daisy,0
wheel,help,0
face,vagina,0
bed,pension,0
mosquito,babbling,0
flower,humility,1
painting,composition,1
weight,relief,0
cupboard,oven,0
bed,property,0
camera,scope,0
airplane,compartment,0
map,movie,0
phone call,love,1
hole,market,0
thing,album,0
book,dictionary,0
candle,friendship,1
plant,child,0
fist,realization,1
blanket,ceiling,0
spider web,thread,1
garden,point,0
radio,childhood,1
child,actor,0
ornament,temple,0
animal,river,0
dog,weed,0
dog,derby,0
curtain,darkness,1
medicine,touch,0
band,worry,1
friend,nation,1
dog,swagger,0
car,ride,1
bubble,fortune,1
child,aura,1
orchestra,nature,1
console,steam,1
light,magazine,0
fist,love,1
lake,consciousness,1
rubber band,guy,0
path,habit,1
person,condition,0
curtain,learning,1
human,snowflake,1
train,essay,0
hand,domain,0
sword,reply,0
horse,mouth,0
sword,man,0
window,event,0
sand,love,1
picture,tattoo,0
bird,turtle,0
mosquito,patience,1
bomb,potato,0
sword,cross,0
gift,series,0
girlfriend,bible,1
dog,wind,1
list,array,0
toy,voice,0
frame,hair,0
key,finger,0
game,step,0
vegetable,father,0
hammer,message,1
bomb,fear,0
building,democracy,1
building,scholarship,0
drink,beer,0
hand,team,0
frame,organization,0
keyboard,brain,1
light,science,1
book,technology,1
rock,hearth,0
muscle,anger,1
dog,goat,0
screen,piece,0
smoke,powder,0
picture,god,1
duster,garment,0
art,gardening,0
thief,jazz,0
button,design,1
shoe,video,0
machine,hush,1
cat,mouse,0
sport,gaming,1
liquid,power,1
dog,diesel,0
key,hip,0
rubber band,texture,1
environment,islam,0
hammer,rivalry,1
friend,server,1
circle,beginning,1
child,skipper,0
dog,tone,0
lover,silence,1
song,solo,1
piece of paper,earth,0
painting,kit,1
itch,technology,1
friend,beach,0
map,booklet,0
machine,kid,0
sponge,plastic,0
weight,impotency,0
curtain,veil,1
iphone,soft,0
clock,love,1
surface,diagram,1
mirror,casing,0
fly,photographer,0
car,camera,0
cigarette,blackberry,0
picture,waterfall,0
vending machine,gripper,0
pillow,midnight,0
sword,teaching,1
map,love,1
mirror,identity,1
gas,market,1
itch,addiction,1
fish,dash,1
child,house,0
circle,area,0
rope,simulation,1
piece of paper,file,0
band,caffeine,0
thing,pain,1
stamp,teacher,0
scale,test,0
pillow,cushion,0
frame,song,0
muscle,wellness,1
dog,show,0
dog,devil,0
nose,cervix,0
rock,serum,0
flower,city,1
friend,poem,1
blanket,sea,1
machine,corvette,0
car,power,1
switch,pedal,0
cat,lion,0
shade,lord,0
box,pattern,1
dog,fear,1
flower,asylum,1
ladder,hierarchy,1
fist,mistrust,0
painting,ivy,0
map,sketch,0
word,universe,0
small animal,colony,1
map,site,0
key,nutrient,0
key,praise,0
bomb,comment,0
mirror,idea,1
book,dump,0
thermostat,body,0
light,walk,0
book,guy,0
horse,face,0
flower,change,1
blackboard,skin,0
pant,love,1
light switch,faith,1
sponge,phosphorus,0
curtain,exhaustion,1
stick,father,0
bubble,car,0
water,taste,0
building,terrorism,0
friend,sex,0
hole,pupil,0
notebook,life,1
box,relation,1
cat,sound,1
nut,head,0
coin,fate,1
lever,prayer,0
organ,cinema,0
muscle,tail,0
fish,job,0
photo,face,0
fly,jack,0
feather,soul,1
switch,engagement,1
window,glass,0
elevator,climb,0
plant,yachting,0
lock,chip,0
seed,heart,1
shirt,life,1
nail,gospel,0
rock,buddy,0
book,hardware,0
crystal,living,0
note,page,0
person,magazine,0
painting,part,0
snowflake,hotel,0
seed,article,0
marker,packaging,0
pancake,world,0
dog,husband,0
jack,mast,0
sport,magic,0
candle,mantra,0
paint,breath,0
name,banner,0
stamp,company,0
cough,laugh,0
glove,follicle,0
song,sonata,0
radio,jaw,0
bug,corruption,1
key,material,0
nut,seed,0
label,photograph,0
pet,child,0
penny,guy,0
marble,word,0
muscle,relaxation,1
box,ark,1
dog,perfection,0
stream,clarification,1
folder,key,0
child,city,0
